videoId,commentCount,viewCount,favoriteCount,dislikeCount,likeCount
cZPYWcAg86Q,5803,21006655,0,2732,178040
1qnV55LUFVM,78479,78428665,0,12699,414888
1CTced9CMMk,60738,79173658,0,21289,646241
